8563400	8751756
8563418	8751676
8563410	8751639
8563372	8751548
8563349	8751414
8563319	8751404
8563310	8751319
8563291	8751236
8563265	8751173
8563217	8751047
8563278	8751038
8563260	8750950
8563214	8750821
8563199	8750805
8563252	8750733
8563113	8750682
8563197	8750516
8563179	8750468
8563075	8750388
8563114	8750325
8563104	8750271
8563082	8750176
8563059	8750121
8563081	8750047
8563079	8749955
8562981	8749928
8562989	8749813
8562951	8749777
8562938	8749699
8562973	8749624
8562930	8749513
8562920	8749454
8562935	8749424
8562869	8749295
8562867	8749260
8562839	8749206
8562838	8749136
8562807	8749043
8562814	8748928
8562746	8748913
8562856	8748811
8562759	8748753
8562750	8748676
8562702	8748611
8562772	8748534
8562699	8748493
8562711	8748422
8562695	8748354
8562679	8748280
8562590	8748207
8562622	8748156
8562613	8748065
8562648	8748043
8562584	8747946
8562616	8747853
8562558	8747796
8562619	8747666
8562602	8747651
8562517	8747568
8562521	8747532
8562484	8747464
8562471	8747408
8562487	8747292
8562496	8747256
8562507	8747188
8562447	8747161
8562439	8746971
8562400	8747015
8562459	8746853
8562367	8746802
8562430	8746742
8562379	8746681
8562344	8746619
8562364	8746545
8562356	8746497
8562384	8746444
8562335	8746360
8562335	8746291
8562339	8746260
8562310	8746206
8562283	8746128
8562252	8746022
8562289	8745954
8562252	8745893
8562166	8745814
8562246	8745810
8562210	8745744
8562255	8745682
8562197	8745567
8562156	8745561
8562197	8745455
8562191	8745426
8562182	8745294
8562159	8745249
8562139	8745206
8562118	8745128
8562154	8745113
8562168	8745061
8562061	8744949
8562108	8744937
8562110	8744891
8562093	8744763
8562086	8744670
8562118	8744646
8562048	8744625
8562054	8744534
8562048	8744499
8562035	8744396
8562080	8744309
8562085	8744292
8561971	8744188
8561943	8744112
8561957	8744101
8561968	8744060
8561969	8743975
8561913	8743861
8561999	8743822
8561910	8743711
8561989	8743699
8561874	8743680
8561899	8743579
8561909	8743553
8561870	8743468
8561899	8743396
8561917	8743385
8561885	8743317
8561827	8743226
8561791	8743177
8561868	8743083
8561851	8743049
8561872	8743027
8561869	8742927
8561845	8742853
8561861	8742835
8561792	8742773
8561799	8742627
8561785	8742607
8561776	8742593
8561733	8742491
8561800	8742445
8561776	8742428
8561657	8742361
8561724	8742303
8561699	8742166
8561754	8742124
8561783	8742110
8561778	8742003
8561722	8742012
8561703	8741928
8561659	8741872
8561657	8741803
8561691	8741737
8561581	8741726
8561692	8741584
8561652	8741574
8561668	8741501
8561613	8741475
8561598	8741358
8561623	8741355
8561564	8741302
8561599	8741244
8561599	8741213
8561584	8741080
8561575	8741045
8561563	8741001
8561562	8740964
8561589	8740861
8561586	8740806
8561539	8740762
8561556	8740765
8561516	8740617
8561530	8740582
8561501	8740576
8561531	8740538
8561534	8740417
8561517	8740344
8561482	8740322
8561563	8740268
8561538	8740229
8561490	8740152
8561518	8740109
8561449	8740046
8561436	8739985
8561475	8739912
8561473	8739901
8561436	8739820
8561418	8739847
8561486	8739750
8561403	8739737
8561436	8739622
8561488	8739550
8561417	8739586
8561465	8739448
8561456	8739386
8561437	8739364
8561468	8739317
8561476	8739214
8561409	8739253
8561385	8739115
8561406	8739119
8561400	8739057
8561375	8739004
8561445	8738889
8561358	8738902
8561365	8738791
8561421	8738804
8561401	8738721
8561353	8738657
8561334	8738604
8561317	8738566
8561309	8738480
8561357	8738471
8561337	8738405
8561321	8738376
8561348	8738293
8561328	8738246
8561343	8738229
8561299	8738150
8561302	8738103
8561318	8738009
8561297	8738000
8561311	8737941
8561316	8737930
8561293	8737879
8561303	8737823
8561308	8737760
8561239	8737740
8561262	8737656
8561213	8737594
8561178	8737571
8561225	8737463
8561257	8737406
8561233	8737358
8561218	8737279
8561217	8737276
8561209	8737233
8561222	8737200
8561179	8737121
8561190	8737124
8561217	8737038
8561140	8736975
8561151	8737001
8561192	8736854
8561179	8736882
8561261	8736770
8561127	8736736
8561174	8736700
8561152	8736635
8561159	8736634
8561082	8736574
8561161	8736492
